Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Company_Type,Release_Era,Is_Successful,Sales_Category,NA_Sales_Pct,EU_Sales_Pct,JP_Sales_Pct,Other_Sales_Pct
Caesar IV,PC,2006.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,74.0,32.0,7.6,43.0,Tilted Mill,E10+,Indie/Other,2000s,False,flop,0.0,75.0,0.0,25.0
Sherlock Holmes: Secret of The Silver Earring,Wii,2010.0,Adventure,Focus Home Interactive,0.0,0.03,0.0,0.0,0.04,65.0,,,,,,Indie/Other,2010s,False,flop,0.0,75.0,0.0,0.0
Ferrari Challenge Trofeo Pirelli,PS3,2008.0,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,71.0,37.0,6.2,26.0,Eutechnyx,E,Indie/Other,2000s,False,flop,0.0,75.0,0.0,25.0
Cy Girls,PS2,2004.0,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,53.0,28.0,8.8,4.0,KCEJ,M,AAA,2000s,False,flop,50.0,25.0,0.0,0.0
Ray Gigant,PSV,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,72.0,14.0,8.1,25.0,Bandai Namco Games,T,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
APB Reloaded,PC,2011.0,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04,56.0,12.0,5.7,269.0,"Reloaded Productions, Reloaded Games Inc.",M,Indie/Other,2010s,False,flop,50.0,25.0,0.0,0.0
The Sum of All Fears,GBA,2002.0,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.04,69.0,8.0,tbd,,Red Storm Entertainment,T,AAA,2000s,False,flop,75.0,25.0,0.0,0.0
Da Capo I & II Plus Situation Portable,PSP,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,64.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Winning Post 8 ,PSV,2014.0,Racing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,66.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010.0,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04,66.5,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Bubble Bobble Double Shot,DS,2007.0,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.04,50.0,12.0,4.8,4.0,Marvelous Entertainment,E,Indie/Other,2000s,False,flop,75.0,0.0,0.0,0.0
Bionicle Heroes,Wii,2007.0,Shooter,Eidos Interactive,0.03,0.0,0.0,0.0,0.04,52.0,7.0,5.8,5.0,Traveller's Tales,E10+,Indie/Other,2000s,False,flop,75.0,0.0,0.0,0.0
Harry Potter and the Order of the Phoenix,PC,2007.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04,63.0,11.0,7.1,34.0,EA Games,E10+,AAA,2000s,False,flop,0.0,75.0,0.0,0.0
Minority Report: Everybody Runs,GBA,2002.0,Action,Activision,0.03,0.01,0.0,0.0,0.04,54.0,8.0,tbd,,Torus Games,T,AAA,2000s,False,flop,75.0,25.0,0.0,0.0
Monster Hunter Frontier Online: Season 9.0,X360,2010.0,Role-Playing,Capcom,0.0,0.0,0.04,0.0,0.04,71.5,,,,,,AAA,2010s,False,flop,0.0,0.0,100.0,0.0
C.O.R.E.,DS,2009.0,Shooter,Graffiti,0.03,0.0,0.0,0.0,0.04,44.0,16.0,6.9,19.0,NoWay Studio,M,Indie/Other,2000s,False,flop,75.0,0.0,0.0,0.0
Garfield: The Search for Pooky,GBA,2003.0,Platform,Game Factory,0.03,0.01,0.0,0.0,0.04,71.0,,,,,,Indie/Other,2000s,False,flop,75.0,25.0,0.0,0.0
Galaxy Fight,SAT,1994.0,Fighting,Sunsoft,0.0,0.0,0.04,0.0,0.04,69.5,,,,,,Indie/Other,1990s,False,flop,0.0,0.0,100.0,0.0
Super Hero Generation,PSV,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,71.5,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Chaos Wars,PS2,2006.0,Strategy,Idea Factory,0.0,0.0,0.04,0.0,0.04,64.0,9.0,6.9,9.0,Idea Factory,T,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Steambot Chronicles,PS2,2005.0,Role-Playing,505 Games,0.02,0.01,0.0,0.0,0.04,74.0,35.0,8.2,17.0,Irem,T,Indie/Other,2000s,False,flop,50.0,25.0,0.0,0.0
Mr. Driller,PS,1999.0,Puzzle,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04,81.0,,,,,,Indie/Other,1990s,False,flop,50.0,25.0,0.0,0.0
Toki no Kizuna: Sekigahara Kitan,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.04,0.0,0.04,63.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Norn9: Norn + Nonette,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,64.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007.0,Adventure,D3Publisher,0.0,0.0,0.04,0.0,0.04,62.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Gumby vs. the Astrobots,GBA,2005.0,Action,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,63.0,4.0,tbd,,Torus Games,E,Indie/Other,2000s,False,flop,75.0,25.0,0.0,0.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008.0,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04,71.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Scaler,GC,2004.0,Platform,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,69.0,11.0,7.3,8.0,Artificial Mind and Movement,E,AAA,2000s,False,flop,75.0,25.0,0.0,0.0
Summer Challenge: Athletics Tournament,PS3,2011.0,Sports,PQube,0.0,0.03,0.0,0.01,0.04,76.5,,tbd,,PQube,,Indie/Other,2010s,False,flop,0.0,75.0,0.0,25.0
Chaos;Head Noah,X360,2009.0,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,63.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Scarface: The World is Yours,PC,2006.0,Action,Vivendi Games,0.01,0.02,0.0,0.0,0.04,73.0,18.0,7.5,57.0,Radical Entertainment,M,Indie/Other,2000s,False,flop,25.0,50.0,0.0,0.0
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009.0,Strategy,Aqua Plus,0.0,0.0,0.04,0.0,0.04,76.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Legasista,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,68.0,13.0,6.3,15.0,System Prisma,T,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Fatal Fury: Battle Archives Volume 1,PS2,2006.0,Fighting,Ignition Entertainment,0.02,0.01,0.0,0.0,0.04,68.0,22.0,8.3,4.0,SNK Playmore,T,Indie/Other,2000s,False,flop,50.0,25.0,0.0,0.0
Logic Machines,DS,2009.0,Puzzle,City Interactive,0.03,0.0,0.0,0.0,0.04,69.0,,,,,,Indie/Other,2000s,False,flop,75.0,0.0,0.0,0.0
Harry Potter and the Prisoner of Azkaban,PC,2004.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04,67.0,19.0,7.2,50.0,KnowWonder,E,AAA,2000s,False,flop,0.0,75.0,0.0,0.0
Nobunaga's Ambition II,3DS,2015.0,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,69.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,PSP,2009.0,Adventure,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,64.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
OutRun 2006: Coast 2 Coast,PSP,2006.0,Racing,Sega,0.03,0.01,0.0,0.0,0.04,82.0,31.0,8.1,14.0,Sumo Digital,E,AAA,2000s,False,flop,75.0,25.0,0.0,0.0
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS3,2016.0,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,75.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Rhapsody: A Musical Adventure,PS,1998.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.0,0.0,0.04,81.5,,,,,,Indie/Other,1990s,False,flop,50.0,25.0,0.0,0.0
Fading Shadows,PSP,2008.0,Puzzle,Ivolgamus,0.03,0.0,0.0,0.0,0.04,62.0,13.0,tbd,,Ivolgamus,E,Indie/Other,2000s,False,flop,75.0,0.0,0.0,0.0
Music Maker: Rockstar,PS2,2009.0,Misc,Magix,0.02,0.01,0.0,0.0,0.04,71.0,,,,,,Indie/Other,2000s,False,flop,50.0,25.0,0.0,0.0
Smashing Drive,XB,2002.0,Racing,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,42.0,9.0,tbd,,Namco,T,Indie/Other,2000s,False,flop,75.0,25.0,0.0,0.0
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,2008.0,Misc,GungHo,0.0,0.0,0.04,0.0,0.04,66.5,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Without Warning,PS2,2005.0,Shooter,Capcom,0.02,0.01,0.0,0.0,0.04,45.0,25.0,6.5,8.0,CiRCLE,M,AAA,2000s,False,flop,50.0,25.0,0.0,0.0
Formula 1 06,PS2,2006.0,Racing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,68.0,,,,,,AAA,2000s,False,flop,0.0,0.0,100.0,0.0
Fighting Vipers 2,DC,2000.0,Fighting,Sega,0.0,0.0,0.04,0.0,0.04,89.0,,,,,,AAA,2000s,False,flop,0.0,0.0,100.0,0.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005.0,Action,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,56.0,13.0,tbd,,Konami,E10+,AAA,2000s,False,flop,75.0,25.0,0.0,0.0
Richard Burns Rally,PC,2004.0,Racing,SCi,0.0,0.03,0.0,0.01,0.04,80.0,,,,,,Indie/Other,2000s,False,flop,0.0,75.0,0.0,25.0
Napoleon Dynamite: The Game,PSP,2007.0,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.04,37.0,14.0,4.6,7.0,7 Studios,E10+,Indie/Other,2000s,False,flop,75.0,0.0,0.0,0.0
Beatdown: Fists of Vengeance,XB,2005.0,Action,Capcom,0.03,0.01,0.0,0.0,0.04,69.0,,,,,,AAA,2000s,False,flop,75.0,25.0,0.0,0.0
Saints Row 2,PC,2009.0,Action,THQ,0.0,0.03,0.0,0.01,0.04,72.0,24.0,6.8,380.0,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",M,AAA,2000s,False,flop,0.0,75.0,0.0,25.0
Enchanted Arms (JP sales),PS3,2007.0,Role-Playing,Ubisoft,0.0,0.0,0.04,0.0,0.04,71.0,,,,,,AAA,2000s,False,flop,0.0,0.0,100.0,0.0
Trine 2,PC,2011.0,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,84.0,55.0,8.4,667.0,"Frozenbyte, Inc.",E10+,Indie/Other,2010s,False,flop,0.0,75.0,0.0,25.0
Monster Force,GBA,2002.0,Shooter,Universal Interactive,0.03,0.01,0.0,0.0,0.04,65.0,9.0,tbd,,Digital Eclipse,E,Indie/Other,2000s,False,flop,75.0,25.0,0.0,0.0
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007.0,Misc,Sega,0.0,0.0,0.04,0.0,0.04,66.5,,,,,,AAA,2000s,False,flop,0.0,0.0,100.0,0.0
Sid Meier's Railroads!,PC,2006.0,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.0,0.04,75.0,,,,,,AAA,2000s,False,flop,25.0,75.0,0.0,0.0
Clock Zero: Shuuen no Ichibyou Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,64.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Trick x Logic: Season 2,PSP,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,64.0,,,,,,AAA,2010s,False,flop,0.0,0.0,100.0,0.0
San Goku Shi DS 3,DS,2010.0,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,64.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Hakuouki: Zuisouroku,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,63.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
World Championship Pool 2004,XB,2003.0,Sports,Jaleco,0.03,0.01,0.0,0.0,0.04,67.0,11.0,tbd,,Blade Interactive,E,Indie/Other,2000s,False,flop,75.0,25.0,0.0,0.0
Derby Tsuku 5: Derby Uma o Tsukurou!,PS2,2006.0,Sports,Sega,0.0,0.0,0.04,0.0,0.04,74.0,,,,,,AAA,2000s,False,flop,0.0,0.0,100.0,0.0
Jikkyou Powerful Major League 2009,Wii,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,66.0,,,,,,AAA,2000s,False,flop,0.0,0.0,100.0,0.0
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008.0,Adventure,Ignition Entertainment,0.03,0.0,0.0,0.0,0.04,67.0,30.0,8.2,29.0,InLight Entertainment,E10+,Indie/Other,2000s,False,flop,75.0,0.0,0.0,0.0
SD Gundam Force: Showdown!,PS2,2004.0,Shooter,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04,68.0,,,,,,Indie/Other,2000s,False,flop,50.0,25.0,0.0,0.0
The Treasures of Montezuma,DS,2010.0,Puzzle,Foreign Media Games,0.02,0.01,0.0,0.0,0.04,69.0,,tbd,,Foreign Media,E,Indie/Other,2010s,False,flop,50.0,25.0,0.0,0.0
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,63.0,,,,,,AAA,2000s,False,flop,0.0,0.0,100.0,0.0
Flow: Urban Dance Uprising,PS2,2005.0,Misc,Ubisoft,0.02,0.01,0.0,0.0,0.04,65.0,10.0,tbd,,Artificial Mind and Movement,T,AAA,2000s,False,flop,50.0,25.0,0.0,0.0
Ailu de Puzzle,PSP,2012.0,Action,Capcom,0.0,0.0,0.04,0.0,0.04,63.0,,,,,,AAA,2010s,False,flop,0.0,0.0,100.0,0.0
Real Soccer 2008,DS,2007.0,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,64.5,,tbd,,Gameloft,E,AAA,2000s,False,flop,75.0,0.0,0.0,0.0
Transport Fever,PC,2016.0,Simulation,Astragon,0.0,0.03,0.0,0.0,0.04,70.0,11.0,7,28.0,Urban Games,,Indie/Other,2010s,False,flop,0.0,75.0,0.0,0.0
True Pinball,PS,1996.0,Misc,Ocean,0.02,0.01,0.0,0.0,0.04,70.0,,,,,,Indie/Other,1990s,False,flop,50.0,25.0,0.0,0.0
Homefront: The Revolution,PC,2016.0,Shooter,Deep Silver,0.01,0.02,0.0,0.0,0.04,54.0,48.0,3.5,284.0,Deep Silver Dambuster Studios,M,Indie/Other,2010s,False,flop,25.0,50.0,0.0,0.0
Stadium Games,GBA,2003.0,Sports,Ignition Entertainment,0.03,0.01,0.0,0.0,0.04,71.0,,,,,,Indie/Other,2000s,False,flop,75.0,25.0,0.0,0.0
RLH: Run Like Hell,XB,2003.0,Shooter,Avalon Interactive,0.03,0.01,0.0,0.0,0.04,55.0,22.0,8,5.0,Digital Mayhem,M,Indie/Other,2000s,False,flop,75.0,25.0,0.0,0.0
Power Play Pool,DS,2006.0,Sports,System 3 Arcade Software,0.03,0.0,0.0,0.0,0.04,64.5,,tbd,,System 3,E,Indie/Other,2000s,False,flop,75.0,0.0,0.0,0.0
Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017.0,Role-Playing,Sega,0.0,0.0,0.04,0.0,0.04,73.5,,,,,,AAA,2010s,False,flop,0.0,0.0,100.0,0.0
J-League Pro Striker 2,GEN,1994.0,Sports,Sega,0.0,0.0,0.04,0.0,0.04,69.5,,,,,,AAA,1990s,False,flop,0.0,0.0,100.0,0.0
Obscure,XB,2004.0,Adventure,MC2 Entertainment,0.03,0.01,0.0,0.0,0.04,66.0,29.0,8.4,9.0,Hydravision,M,Indie/Other,2000s,False,flop,75.0,25.0,0.0,0.0
Mahjong Taikai,DS,2004.0,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,66.5,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Super Robot Taisen: Scramble Commander the 2nd,PS2,2007.0,Strategy,Banpresto,0.0,0.0,0.04,0.0,0.04,70.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Just Dance 2017,XOne,2016.0,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,75.0,5.0,8,6.0,Ubisoft Paris,E10+,AAA,2010s,False,flop,75.0,0.0,0.0,0.0
Just Dance 2017,X360,2016.0,Misc,Ubisoft,0.02,0.02,0.0,0.0,0.04,70.0,,tbd,,Ubisoft Paris,E10+,AAA,2010s,False,flop,50.0,50.0,0.0,0.0
Stranger of Sword City,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.02,0.0,0.0,0.01,0.04,71.0,24.0,8,30.0,Experience Inc.,T,Indie/Other,2010s,False,flop,50.0,0.0,0.0,25.0
Jane's Hotel,DS,2010.0,Simulation,Unknown,0.03,0.0,0.0,0.0,0.04,65.5,,tbd,,Zoo Games,E,Indie/Other,2010s,False,flop,75.0,0.0,0.0,0.0
Espgaluda II Black Label,X360,2010.0,Shooter,Cave,0.0,0.0,0.04,0.0,0.04,73.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Hot Potato!,GBA,2001.0,Action,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04,63.0,,,,,,Indie/Other,2000s,False,flop,75.0,25.0,0.0,0.0
The Croods: Prehistoric Party!,3DS,2013.0,Misc,D3Publisher,0.01,0.02,0.0,0.0,0.04,71.5,,,,,,Indie/Other,2010s,False,flop,25.0,50.0,0.0,0.0
World of Goo,PC,2008.0,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04,90.0,26.0,8.5,607.0,2D Boy,E,Indie/Other,2000s,False,flop,0.0,75.0,0.0,25.0
Kiniro no Corda 2 f,PSP,2009.0,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,68.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Pro Evolution Soccer 2017,X360,2016.0,Sports,Konami Digital Entertainment,0.01,0.02,0.0,0.0,0.04,73.0,,6.5,17.0,Konami,E,AAA,2010s,False,flop,25.0,50.0,0.0,0.0
World in Conflict: Complete Edition,PC,2009.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,77.0,,tbd,,Massive Entertainment,T,AAA,2000s,False,flop,0.0,75.0,0.0,25.0
Deception III: Dark Delusion,PS,1999.0,Role-Playing,Tecmo Koei,0.02,0.01,0.0,0.0,0.04,81.5,,,,,,Indie/Other,1990s,False,flop,50.0,25.0,0.0,0.0
Ultimate Game Room,DS,2009.0,Misc,Majesco Entertainment,0.03,0.0,0.0,0.0,0.04,66.5,,tbd,,FrontLine Studios,E,Indie/Other,2000s,False,flop,75.0,0.0,0.0,0.0
Warhammer: The End Times - Vermintide,PS4,2016.0,Action,Games Workshop,0.01,0.02,0.0,0.01,0.04,73.0,,,,,,Indie/Other,2010s,False,flop,25.0,50.0,0.0,25.0
DoraMoji: Nobita no Kanji Daisakusen,3DS,2015.0,Misc,Shogakukan,0.0,0.0,0.04,0.0,0.04,71.5,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Secret Files 2: Puritas Cordis,PC,2009.0,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.04,64.0,14.0,7.1,17.0,"Fusionsphere Systems, Animation Arts",T,Indie/Other,2000s,False,flop,0.0,75.0,0.0,0.0
Cook Wars,Wii,2009.0,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,64.0,,tbd,,Virtual Toys,E,AAA,2000s,False,flop,75.0,0.0,0.0,0.0
Monster Kingdom: Jewel Summoner,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,66.0,25.0,6.8,6.0,Gaia (Sony),T,AAA,2000s,False,flop,0.0,0.0,100.0,0.0
Railroad Tycoon 3,PC,2003.0,Strategy,Gathering of Developers,0.0,0.03,0.0,0.0,0.04,80.0,19.0,7.7,57.0,PopTop Software,E,Indie/Other,2000s,False,flop,0.0,75.0,0.0,0.0
Kuroshitsuji: Phantom & Ghost,DS,2009.0,Action,Square Enix,0.0,0.0,0.04,0.0,0.04,58.0,,,,,,AAA,2000s,False,flop,0.0,0.0,100.0,0.0
Zoo Hospital,DS,2007.0,Simulation,Eidos Interactive,0.03,0.0,0.0,0.0,0.04,53.0,6.0,tbd,,Torus Games,E,Indie/Other,2000s,False,flop,75.0,0.0,0.0,0.0
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,2010.0,Role-Playing,ChunSoft,0.0,0.0,0.04,0.0,0.04,70.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Macross ? Scramble,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,70.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Sudoku Ball Detective,Wii,2009.0,Puzzle,Playlogic Game Factory,0.02,0.01,0.0,0.0,0.04,65.0,,tbd,,Whitebear,E10+,Indie/Other,2000s,False,flop,50.0,25.0,0.0,0.0
The Ant Bully,GBA,2006.0,Platform,Midway Games,0.03,0.01,0.0,0.0,0.04,71.0,,tbd,,Artificial Mind and Movement,E,Indie/Other,2000s,False,flop,75.0,25.0,0.0,0.0
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010.0,Adventure,Yeti,0.0,0.0,0.04,0.0,0.04,64.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Sega Arcade Gallery,GBA,2003.0,Misc,THQ,0.03,0.01,0.0,0.0,0.04,70.0,12.0,tbd,,Bits Studios,E,AAA,2000s,False,flop,75.0,25.0,0.0,0.0
Tao Adventure: Curse Demon,DS,2005.0,Role-Playing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04,70.0,,,,,,AAA,2000s,False,flop,75.0,0.0,0.0,0.0
"My World, My Way (US sales)",DS,2008.0,Role-Playing,Global A Entertainment,0.04,0.0,0.0,0.0,0.04,70.0,,,,,,Indie/Other,2000s,False,flop,100.0,0.0,0.0,0.0
S.T.A.L.K.E.R.: Clear Sky,PC,2008.0,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04,75.0,47.0,7.7,478.0,GSC Game World,M,Indie/Other,2000s,False,flop,0.0,75.0,0.0,25.0
Black Stone: Magic & Steel,XB,2003.0,Role-Playing,THQ,0.03,0.01,0.0,0.0,0.04,77.0,,,,,,AAA,2000s,False,flop,75.0,25.0,0.0,0.0
NHRA Drag Racing: Countdown to the Championship,PS2,2007.0,Racing,THQ,0.02,0.01,0.0,0.0,0.04,68.0,,,,,,AAA,2000s,False,flop,50.0,25.0,0.0,0.0
Sins of a Solar Empire: Trinity,PC,2010.0,Strategy,Kalypso Media,0.0,0.03,0.0,0.01,0.04,77.0,,7.9,19.0,Ironclad Games,T,Indie/Other,2010s,False,flop,0.0,75.0,0.0,25.0
Bratz Kidz,DS,2008.0,Misc,Game Factory,0.03,0.0,0.0,0.0,0.04,66.5,,tbd,,Neko Entertainment,E,Indie/Other,2000s,False,flop,75.0,0.0,0.0,0.0
Harukanaru Toki no Naka de: Maihitoyo,PS2,2006.0,Adventure,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,63.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Painkiller: Hell Wars,XB,2006.0,Shooter,DreamCatcher Interactive,0.03,0.01,0.0,0.0,0.04,68.0,33.0,7.4,16.0,People Can Fly,M,Indie/Other,2000s,False,flop,75.0,25.0,0.0,0.0
My Hero Academia: Battle for All,3DS,2016.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,63.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
FunkMaster Flex's Digital Hitz Factory,PS2,2003.0,Misc,Jester Interactive,0.02,0.01,0.0,0.0,0.04,71.0,6.0,8.9,10.0,Jester Interactive,E,Indie/Other,2000s,False,flop,50.0,25.0,0.0,0.0
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,2007.0,Racing,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.04,63.0,,,,,,Indie/Other,2000s,False,flop,75.0,0.0,0.0,0.0
Greg Hastings Paintball 2,PS3,2010.0,Shooter,Majesco Entertainment,0.03,0.0,0.0,0.0,0.04,46.0,5.0,tbd,,Super X Studios,E10+,Indie/Other,2010s,False,flop,75.0,0.0,0.0,0.0
Sangoku Koi Senki: Otome no Heihou!,PSP,2012.0,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,64.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Castlevania Bloodlines,GEN,1994.0,Platform,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,69.5,,,,,,AAA,1990s,False,flop,0.0,0.0,100.0,0.0
Hakuouki: Zuisouroku DS,DS,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,62.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Detective Conan: Prelude from the Past,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,63.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
100 Classic Games,DS,2011.0,Misc,Rondomedia,0.0,0.03,0.0,0.0,0.04,66.5,,,,Easy Interactive,,Indie/Other,2010s,False,flop,0.0,75.0,0.0,0.0
Luminous Arc 3,DS,2009.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,70.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Adventure Time: Explore the Dungeon Because I Don't Know!,WiiU,2013.0,Action,D3Publisher,0.02,0.01,0.0,0.0,0.04,73.0,,,,,,Indie/Other,2010s,False,flop,50.0,25.0,0.0,0.0
World in Conflict,PC,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,89.0,44.0,8.1,301.0,Massive Entertainment,T,Indie/Other,2000s,False,flop,0.0,75.0,0.0,25.0
XBLAZE Code: Embryo,PS3,2013.0,Adventure,Arc System Works,0.02,0.0,0.01,0.01,0.04,69.5,,7.1,14.0,Arc System Works,M,Indie/Other,2010s,False,flop,50.0,0.0,25.0,25.0
